repo_name,number_contributor,number_stars,created_date,description,language,number_commit,sloc
chandar-lab/IIRC,1,0,2021-08-18T12:13:45Z,deepchain.bio DNA-binding proteins app,Python,120,20928
Jazhang01/bvn-experiments,1,3,2021-06-07T02:50:12Z,This repository is a replication package analyzing the software testing practices related to Machine Learning based application,C++,26,1366108
3analytica/Intelligent_Document_Classification,1,0,2023-01-30T06:52:34Z,目标检测Yolov5,Python,40,90191
jbsevestre/dbp-app,2,0,2021-07-15T15:00:35Z,Generative Adversarial Network (wip),Jupyter Notebook,521,37475
openjamoses/TOSEM-2021-Replication,1,4,2021-09-07T13:31:51Z,,Python,916,943
Yuchen-Zhou/Yolov5,1,0,2023-01-13T21:58:07Z,Second-stage classifier for object detection pipeline,,4,11777
dareosK/my-first-GAN,1,0,2022-07-11T11:12:21Z,General ML development code base,Python,2074,111
jfzhuang/ST_Memory,1,0,2021-09-14T07:52:44Z,Mirror of neptune-cli v2.8.23,Python,1,416
FerminT/Two-step-object-detection,5,1,2022-02-08T02:21:04Z,,Python,83,240
vpolflie/code-base,1,0,2021-09-29T09:06:31Z,Prediction of COVID-19 cases using Spatio-Temporal Graph Convolutional Networks.,Jupyter Notebook,77,11547
jiji-online/neptune-cli,30,0,2017-05-23T22:22:08Z,temporary version before merge to main branch,C++,147,16013
kim9296/huggingmolecule_hj,1,1,2020-01-02T18:39:24Z,collection of graph-search algorithms,Python,1,2631
PawelMlyniec/COVID-19,2,0,2021-09-08T14:16:24Z,[WiP] PyTorch experiment runner,Python,535,61
GrassSunFlower/mxnet_tmp,3,3,2021-08-09T05:51:02Z,Security Graph - Asset Inventory API,Python,32,139
geyang/graph-search,4,156,2017-12-18T17:52:01Z,Package implementing various parametric and nonparametric methods for conditional density estimation,Python,2,10697
karolpiczak/pytorch-yard,2,0,2020-11-11T13:42:59Z,,Jupyter Notebook,124,44133
adevinta/graph-asset-inventory-api,1,0,2022-07-14T07:22:15Z,yolov5s/opencv,Python,15,76605
freelunchtheorem/Conditional_Density_Estimation,2,6,2022-03-17T06:04:16Z,"Public Repo for the paper ""Overcoming The Spectral-Bias of Neural Value Approximation""",Python,9,35007
AlexTo/L2RPN,1,0,2020-04-07T11:40:42Z,Coursera course by Andrew Ng,Jupyter Notebook,11,126221
baiyinin/loongnix,2,0,2023-01-27T22:04:41Z,,Jupyter Notebook,239,34363
geyang/ffn,2,20,2022-06-14T17:16:00Z,"""PanCollection"" for Remote Sensing Pansharpening",Python,2,60766
m2kulkarni/Deeplearning.ai,1,1,2020-12-02T17:45:34Z,,Python,1,58
Pyae-Sone-Nyo-Hmine/Bipedal-Robot-Simulations,1,3,2022-09-19T02:21:16Z,A Tiny repo for solving the Vehicle Speed Estimation (car) problem based on Track 1 - AICity Challenge 2018,Jupyter Notebook,34,171009
XiaoXiao-Woo/PanCollection,1,3,2022-08-30T19:35:10Z,This project is used to generate frames or images of fake person swapped with the real professional tennis player. ,Python,4,11582
thunlp/MixADA,1,19,2021-01-14T10:41:47Z,,Python,4,35397
tomekkorbak/compositional-communication-via-template-transfer,2,0,2019-10-02T23:12:26Z,﻿Code acompanying the paper Developmentally motivated emergence of compositional communication via template transfer,Python,285,24461
ayushkarnawat/profit,1,1,2019-09-06T20:47:21Z,Exploring evolutionary protein fitness landscapes,Python,136,15976
Jazhang01/bvn-experiments,1,0,2022-06-24T18:05:30Z,,Python,98,15708
HongHanh2104/segmentation,2,1,2020-02-11T07:13:48Z,,Python,441,2672
MugurelNune/CenterPoint,7,0,2021-12-05T19:28:45Z,Forked repo of CenterPoint,Python,159,6149
koustuvsinha/t-rgcn,28,0,2019-04-18T20:32:28Z,,Python,28,3713
kasnerz/neuralmonkey,18,0,2021-05-04T07:25:39Z,The Neural Monkey framework with custom changes for my master's thesis,Python,3,7283
Sayak007/Text-to-Image-Synthesis-using-DCGAN,1,2,2020-12-23T04:46:42Z,"This aims at generating images on the basis of text inputs by the user. The more we train images , the better results and variety it offers.",Jupyter Notebook,3,5792
zhijing-jin/efficiency,1,3,2018-06-27T14:18:48Z,,Python,274,225
kingspp/tf-contrib-analyzer,2,2,2018-09-10T18:22:16Z,Tensorflow Contrib Usage Analysis,Python,188,52900
kbsoft/jetson_tx_2_test,2,0,2017-12-27T13:09:19Z,"Сравнение производительности Nvidia Jetson TX 2, Nvidia 1080, Nvidia 1060.",HTML,18,20913
lin-hoshizora/dbnet,1,1,2021-12-10T06:37:51Z,,Jupyter Notebook,393,19295
ryanquinnnelson/CMU-11685-Frame-Level-Classification-of-Speech-using-Deep-Learning,1,1,2021-09-27T02:16:06Z,Fall 2021 Introduction to Deep Learning - Homework 1 Part 2 (Frame Level Classification of Speech),Python,52,189
Dadko4/GTZAN_1DCNN,1,1,2021-03-27T15:14:30Z,,Python,32,28
FreddieXu/Spert,1,2,2020-04-15T18:07:11Z,,Python,149,33
TWSFar/CRGNet,1,2,2019-09-18T12:34:00Z,object detection,Python,5,219443
Debian/pytorch,2,1,2021-01-27T11:15:06Z,PyTorch Debian Packaging (Mirrored from Salsa),C++,105,17690
whylabs/whylabs-ray-examples,1,2,2021-11-05T17:26:36Z,,Python,8,6192
gnbk-aws/sagemaker-python-sdk,30,0,2019-02-16T03:08:24Z,Slight modifications for KMS encryption,Python,7,53497
r-rb/nba_fantasy_prediction,2,1,2018-09-23T04:34:47Z,Predicting fantasy points for NBA players.,Jupyter Notebook,5342,6827
nilax97/UML-Project,2,0,2021-11-01T21:09:53Z,Course Project for Unsupervised Learning,Jupyter Notebook,772,14332
dogballlee/road_2_machine_learning,1,0,2019-04-14T14:46:59Z,千里之行始于足下,Jupyter Notebook,449,10578
univ-ai/LearningFromLoss-ai1-fall2019,1,1,2019-09-29T03:30:31Z,,Jupyter Notebook,736,14781
csxeba/trickster,1,22,2018-11-13T05:40:59Z,Reinforcement learning in TensorFlow 2,Python,33,410
SirLarion/lmariAI,1,0,2020-08-26T15:21:05Z,Limited GUI for OpenAI:s Jukebox model.,Python,3,117250
RobertCsordas/ndr,1,24,2021-10-07T12:16:43Z,"The official repository for our paper ""The Neural Data Router: Adaptive Control Flow in Transformers Improves Systematic Generalization"".",Python,30,132
PIYUSH0812/Keras,30,0,2020-01-18T07:03:56Z,,Python,55,4798
AmrMKayid/fatima,1,1,2021-03-04T20:02:51Z,,Python,16,15
Tessellate-Imaging/Monk_Object_Detection,13,570,2019-12-31T12:25:05Z,A one-stop repository for low-code easily-installable object detection pipelines.,Jupyter Notebook,13,267138
EKYoonD/StockHelper,5,3,2021-11-30T05:06:13Z,미래기술 시장 예측,Jupyter Notebook,119,374439
huhydro/ml-class,12,0,2019-05-10T16:22:31Z,,Jupyter Notebook,276,26537
mel-oezkan/deep_cv,3,1,2022-04-25T00:03:00Z,repo for the course deep computer vision projects,Jupyter Notebook,124,90255
naya86/streamlit-Car-Puchase,1,0,2021-03-10T09:09:45Z,,Python,20,59
robbine75/yolov5,30,0,2021-09-28T20:17:05Z,,Python,164,8982
yuanjie-ai/tql-Python,1,39,2017-03-23T01:39:05Z,思维误区: 用理想模型来思考复杂现实问题,Jupyter Notebook,60,10745
Appsilon/gabon_wildlife_training,1,4,2020-03-09T09:54:19Z,,Jupyter Notebook,1,54773
WeilerWebServices/TensorFlow,1,3,2020-11-05T02:37:49Z,TensorFlow is a free and open-source software library for machine learning. It can be used across a range of tasks but has a particular focus on training and inference of deep neural networks. Tensorflow is a symbolic math library based on dataflow and differentiable programming. ,Jupyter Notebook,9,989183
KoganA00/asr_hw_1,1,0,2021-10-21T12:33:48Z,,Python,602,1753
karig13/jukebox,4,0,2020-05-02T21:22:35Z,VQ VAE 2,Python,6,2742
atanas1054/m2p3,1,1,2019-03-07T13:57:46Z,M2P3,Jupyter Notebook,15,542475
marktrovinger/baselines-experiments,1,0,2021-04-21T11:13:30Z,,Python,17,82985
arafeh94/localfed,1,1,2021-05-22T15:16:35Z,,Python,527,22506
jumbokh/gcp_class,1,8,2019-12-17T12:58:17Z,Google Cloud AI人工智慧與機器學習應用班,Python,176,273241
whylabs/whylogs-core,15,0,2021-11-01T15:46:27Z,,HTML,2,19353
xjdlb/my-awesome-tensorlfow-tutorial,1,3,2022-03-04T16:23:49Z,,Jupyter Notebook,10,669034
TengHuo/Realtime-sEMG,1,3,2019-03-21T22:31:56Z,,Jupyter Notebook,3,4983
chowkamlee81/CentrePointNet,3,10,2020-08-15T03:28:52Z,,Jupyter Notebook,13,4612
livey/scalable_maddpg,2,49,2017-11-27T19:57:01Z,scalable multi agents reinforcement learning,Python,4,66149
aisaack/Apple_doctor,1,0,2021-07-20T06:05:37Z,,Python,20,125665
alex9311/alex9311.github.io,1,1,2018-08-19T05:17:45Z,my blog site built with Jenkyll hosted on github pages,Python,53,167568
Kingspenguin/scooby_comlex_loco,1,0,2023-01-18T22:53:07Z,,Python,4,56550
JTT94/diffusion_schrodinger_bridge,2,63,2021-08-26T10:43:15Z,PyTorch Implementation of DSB for Score Based Generative Modeling. Experiments managed using Hydra.,Python,14,274
hacors/Drug,2,5,2019-12-30T08:01:00Z,,Python,124,1176
dkoshman/ysda_machine_learning,1,0,2022-06-08T10:25:08Z,,Jupyter Notebook,1,9042
WorldCapital/tf-quant-finance,25,2,2020-12-28T06:45:31Z,,Python,25,6912
palben0/LeepDearning,1,2,2022-01-15T03:31:50Z,"This repository is for Competition for ML_data class. Based on mmsegmentatoin,mainly using swin transformer to completed the competition.",Python,2,8045
ljl0012/ExtractingBuildingByMMSeg,1,0,2020-10-05T15:48:14Z,,Python,1,13
dmpetrov/exp2,2,50,2018-07-25T03:44:07Z,Library packs for google cloud functions,Python,10,229414
ryfeus/gcf-packs,3,200,2021-03-22T08:59:00Z,[CVPR'21 Oral] Seeing Out of tHe bOx: End-to-End Pre-training for Vision-Language Representation Learning,Python,21,452
researchmm/soho,2,0,2019-03-27T22:12:16Z,,Python,6,87199
Owiredu/trestle-telnova-hack-2021,1,2,2019-11-09T21:34:13Z,Hyperparameter Optimization of Tree Parity Machines to Minimize the Effectiveness of Unconventional Attacks on Neural Cryptography​.,Python,1,3718
HumanCompatibleAI/interactive-behaviour-design,1,0,2022-08-18T14:19:29Z,,Python,2,49309
MLTransfer/MLEncrypt-Research,1,1,2021-06-03T17:34:26Z,Naver Boostcamp AI Tech - P Stage 3 competition - Semantic Segmentation & Object Detection,Jupyter Notebook,330,12125
pmanoonpong/MITrapidmotoradaptation,1,0,2023-03-06T05:33:41Z,,Python,34,466
hangjoo/NaverBoostcampAI_P-Stage_3,1,0,2022-03-03T09:18:13Z,,Python,163,6025
charlotteng/detectors,1,3,2020-05-11T14:39:03Z,,Python,1698,2338
awskosehy/fashion_mnist_kubeflow_pipeline,2,0,2022-04-25T14:48:05Z,Concept Drift due to Face Aging,Jupyter Notebook,59,211806
liketheflower/jimmy_dgl,1,0,2020-11-20T19:59:21Z,,Jupyter Notebook,81,149526
Project-Dissertation-MSc-DS-Aswin/Face_Aging_Concept_Drift,1,2,2019-04-27T01:43:43Z,solve snake with RL,Python,2091,2901
ya-stack/Cotton-Disease-Prediction,1,0,2018-11-21T05:19:04Z,collection of models in pyTorch,Python,3,6
Xyzrr/rl-snake,1,1,2022-10-19T11:17:50Z,,Jupyter Notebook,1,992
geyang/torch_models,1,0,2019-07-20T07:30:41Z,,Python,10474,47304
philippvb/biasing-Laplace-towards-VI,2,0,2022-06-25T10:59:42Z,,Python,32,71
HZYYYYY/Rubik-s-Cube,1,0,2021-03-12T03:34:05Z,,Python,958,6432
xihudayu/SpERT,30,0,2022-01-29T07:08:42Z,,Python,3,18431
naya86/streamlit-Diabetes-Prediction,2,0,2022-04-15T21:26:14Z,Code for CMU 16-889: Learning for 3D Vision's Course Project,Python,10,15390
ManoharDas123/dgl_partition,1,8,2019-08-05T19:36:14Z,Gender Change of faces implemented with CycleGAN (in Keras) for Deep Learning Course,Python,60,3809
anirudh-chakravarthy/Flow-augmented-Multiperson-Reconstruction,1,44,2018-08-29T13:07:06Z,an Audio-Visual Voice Activity Detection using Deep Learning,Python,2,36
rangasaishreyas/facegenderswap,1,3,2021-05-06T19:45:23Z,this is a packaged version of the distracting control suite from Stone et al.,Python,1410,1757
iariav/End-to-End-VAD,7,0,2021-11-05T16:41:54Z,Hackathlon 2021 esolutions,,24,2813
geyang/gym-distracting-control,1,133,2016-08-20T21:09:06Z,"Source code for our ECCV16 paper, Face Detection with End-to-End Integration of a ConvNet and a 3D Model",C++,2,15858
Malacu/Hack2021esol,1,1,2017-03-29T16:33:11Z,A Python package for performing basic astronomical calculations.  (Pythonista)(Python 2),Python,22,1552
tfwu/FaceDetection-ConvNet-3D,1,0,2020-02-29T01:41:43Z,,JavaScript,1,37576
markhamilton1/AstroScript,1,2,2021-02-16T17:18:35Z,,C++,10,4403
sainath24/foursight,1,12,2020-12-31T02:38:54Z,An Abstractive Summarization(for Datasets in English format) Implementation with Transformer and Pointer-generator,Python,2,200
denis-sumin/neural-scattering-prediction,7,81,2021-08-28T04:22:19Z,"Extensive collection of Python projects from PyPI, for Nix!",Nix,1,5468
airqo-platform/calibration,1,1,2019-03-01T16:53:42Z,"Training/evaluation pipeline for Pascal VOC2012, Pytorch/Ignite/Polyaxon ",Jupyter Notebook,24,22347
shengqiangzhang/transformer-pointer-generator-for-english-dataset,3,0,2021-03-09T22:42:02Z,,Jupyter Notebook,4682,3690
on-nix/python,1,39,2020-02-29T17:19:55Z,Implementation of Confidence-Calibrated Adversarial Training (CCAT).,Python,1730,392
vfdev-5/pascal_voc2012,1,25,2022-07-18T12:05:12Z,Temp,Python,14,308
RachitSharma2001/BPNet-DanQ,1,0,2017-08-31T12:57:18Z,,Python,52,36399
davidstutz/confidence-calibrated-adversarial-training,1,0,2023-02-04T14:43:35Z,,C++,70,21383
ADLab-AutoDrive/INT,1,0,2022-05-02T18:51:56Z,,Python,41,112086
anonymous77777/MyPython,1,0,2020-01-08T02:58:09Z,,Python,29,51864
pvdthien310/invoice-detect,15,1239,2018-03-10T17:51:43Z,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others",Python,4120,1838
sonicpierre/Music_VAE,30,232,2020-10-13T02:19:34Z,Lightweight and Parallel Deep Learning Framework,C++,27,177562
tkazusa/lambda_calls_sagemaker,0,0,2022-06-11T13:13:06Z,,Python,161,770269
stared/livelossplot,2,0,2021-07-15T15:00:35Z,Generative Adversarial Network (wip),Jupyter Notebook,2,37475
snuspl/nimble,30,0,2018-07-22T05:04:42Z,,Python,56,51424
char321/emo_dialogue,30,3124,2018-08-20T07:56:13Z,Accelerated deep learning R&D,Python,1,54739
dareosK/my-first-GAN,1,1,2019-11-05T17:52:31Z,Third Year Project,Python,1,57664
Shuhuasong/Sage-Maker,2,18,2020-02-20T05:24:21Z,DefectNet: Towards Fast and Effective Defect Detection,Python,2,30952
catalyst-team/catalyst,30,0,2022-07-06T12:44:09Z,,Python,17,6226
JamesNorris153/hive,2,0,2022-12-06T00:46:10Z,,Python,1,5020
li-phone/DefectNet,1,0,2016-07-29T03:35:01Z,,Jupyter Notebook,1,182
zul-zul/yolov5sign,30,0,2019-12-20T08:29:43Z,,Python,7,73821
CM-BF/csce689-project,2,9,2018-06-15T22:55:44Z,Simple tutorials about SageMaker,Jupyter Notebook,1,79
dpaul004/codebank,30,0,2020-04-27T09:11:11Z,,Python,25,5213
hust-wuwechao/mxnet_20191220,1,0,2020-05-17T06:33:23Z,,Jupyter Notebook,20,114983
mklissa/sagemaker_tutorial,1,0,2015-12-22T06:07:53Z,,HTML,13,665
ydwu4/dgl-hack,2,54,2022-07-18T13:43:11Z,SNeS: Learning Probably Symmetric Neural Surfaces from Incomplete Data,Jupyter Notebook,3,3212
abhijeetmote/ObstructionRemoval,3,0,2019-09-02T16:25:06Z,캡스톤디자인,Jupyter Notebook,6,6617
taikongfeizhu/trydocs,0,0,2022-11-29T21:26:04Z,,Python,3,1748
eldar/snes,30,0,2020-10-13T14:28:46Z,Graph approach for Thesis. Make Graph Embeddings and give those embeddings to LSTM,Python,10,87949
khk37601/CapstoneDesign,1,0,2022-01-12T18:11:22Z,,Jupyter Notebook,208,512979
naddeoa/whylogs-bug-repgro,1,0,2021-12-15T14:06:19Z,,Python,3266,5857
harshgrovr/Graphs-Approaches-for-Activity-Recognition-Independent-of-House-Layout,0,4,2021-02-18T17:41:09Z,Repo for running Whylogs as part of a CI workflow using github actions.,Python,43,193
bnbbdz/Python_code,1,0,2022-06-26T03:42:10Z,,C++,1,9288
sethbennett2001/N-Body-Simulation,0,0,2021-07-15T19:11:00Z,Semantic Search tool for Compute Canada's wiki,Python,2,16
whylabs/whylogs_action,2,0,2020-12-09T07:52:55Z,,Python,3,9947
nhathuyle2002/VietnameseDocumentOCR,1,1,2021-06-02T17:23:59Z,General tools used for traffic sound pressure analysis in python,Python,237,768
lucasn42/lucien,1,2,2022-05-27T05:40:08Z,,Python,293,194762
erow/disentanglement_lib,1,0,2022-06-25T07:51:36Z,"Machine Learning course, Project 2: training and using NN",Python,39,42926
ma-ath/traffic-analysis,2,0,2021-03-27T16:40:12Z,Repo for Author Profiling term paper,Python,34,487452
Shashank238/Automatic_licence_plate_det_OCR,1,0,2020-07-22T18:34:48Z,"Create a Document Classification Algorithm using Deep Learning, Machine Vision, NLP & OCR and Present to Users via a GUI",Python,1,11027
ronenmashal/ml-p2,5,513,2022-10-31T03:02:21Z,Templating language written for Stable Diffusion workflows. Available as an extension for the Automatic1111 WebUI.,Python,217,16338
ChrisBagdon/ap-FakeHate,1,0,2020-01-20T01:37:53Z,,Python,1418,15
3analytica/Intelligent_Document_Classification,0,0,2018-03-04T13:34:17Z,,Python,15,1240
ThereforeGames/unprompted,1,0,2022-01-03T16:32:23Z,,Python,953,754
mike-a-yen/nn-toolkit,1,1,2020-05-03T12:43:44Z,AI example,Jupyter Notebook,5,10097
piotrmilos/mrunner,1,2,2021-03-11T21:23:17Z,,Python,89,5695
wobiero/sex_violence_app,30,0,2022-07-20T07:50:50Z,,Python,11123,47057
HuynhPhamDuy/AI-example,30,4,2022-09-20T03:25:02Z,,Python,85,43676
bchimagine/ms-lesion-segmentation,1,0,2021-04-07T14:41:23Z,ML Engineering study Repo,Jupyter Notebook,317,3665
SkyBelll/snykexample2,2,1,2020-12-04T06:33:40Z,Deploy deep learning model to Heroku,HTML,43,19868
zzwj66/ModelZoo-PyTorch,1,0,2019-01-22T13:00:39Z,Graduation Project on Reinforcement Learning. Application of DeepMind's DQN on Atari.,Python,39,389147
Haebuk/ML-Engineering,1,0,2021-01-17T20:25:01Z,Determine Whether a patient admitted to an ICU has been diagnosed with a particular type of diabetes,Jupyter Notebook,2856,66786
Vivek2509/Dog_VS_Cat_Flask_web_app,2,0,2020-11-11T13:42:59Z,,Jupyter Notebook,17,44133
Louis-Bagot/AtariRL,1,0,2021-06-21T18:14:21Z,,Python,1,64
Sebasu11/WiDS-2021,6,0,2023-03-07T18:07:45Z,,,5741,864844
AlexTo/L2RPN,1,91,2017-09-25T01:35:19Z,The project contains tutorials and resources for the sequence to sql technieques.,Scala,1,104927
VisiumCH/metro-dvc-demo,30,0,2017-07-10T10:38:56Z,mxnet maintainance based on v0.7.0,C++,255,8549
khaledfayed/dl-lab-project,30,0,2023-03-05T22:36:43Z,,Jupyter Notebook,115,38535
dadashkarimi/seq2sql,4,2,2020-10-01T06:59:08Z,,Python,9,515
starimpact/mxnet_v0.7.0,1,3,2020-09-18T16:12:01Z,"Implementation of our paper ""NwQM: A neural quality assessment framework for Wikipedia""",Python,19,683
FDUguchunhui/GNN-PPI,1,7,2018-05-20T15:01:10Z,,Python,4,21
htn274/momo-rps,30,0,2023-03-05T12:39:41Z,,Python,28,7949
sasibhushan3/NwQM_EMNLP,2,12,2021-06-07T09:34:38Z,,Python,38,154
Ereebay/text2img,2,0,2019-01-15T04:05:42Z,Ge's custom gym environments for Plan2Vec,Jupyter Notebook,2,1160
sharka88/SDWebUI_CtrlNet,1,1,2022-08-12T21:50:59Z,,C++,2,241830
gmum/Zero-Time-Waste,0,0,2019-07-07T21:46:06Z,,Python,126,380394
geyang/ge_world,1,13,2019-12-07T20:30:28Z,"E-MAML, and RL-MAML baseline implemented in Tensorflow v1",Python,7,56
Daltonhensley19/reu_summer_research,1,2,2020-04-08T16:02:19Z,"Repository for ""Solving the scalarization issues of Advantage-based Reinforcement Learning Algorithms""",Python,20,51
corl19paper273/midlevel-visual-priors,1,0,2022-11-27T11:11:51Z,,Python,24,760
geyang/e-maml,0,0,2023-03-07T03:53:50Z,,Python,40,7
galatolofederico/a2c-te-nog,1,0,2021-09-16T03:44:02Z,Public repository for the QUT EGH400 Thesis project,Jupyter Notebook,121,25969
friku/ssbu_skill_detection,6,154,2021-09-24T01:41:27Z,,Python,124,263990
naddeoa/repro-type-error-whylogs,1,0,2021-12-10T23:08:12Z,,Python,7,33471
vanessa108/ecoacoustics-speech-detector,1,0,2022-03-18T01:03:22Z,,Jupyter Notebook,5,16
j-marple-dev/AYolov2,1,3,2022-04-06T10:01:14Z,three_method,,11,37081
crislmfroes/butia_gym,1,0,2021-01-25T01:28:19Z,,Python,2,10
gxchris95/se4ai,1,2,2021-05-31T12:46:28Z,,Python,39,97813
Amazing-lin/XJTU-EC,3,148,2021-04-08T17:33:30Z,Location-Sensitive Visual Recognition with Cross-IOU Loss,Python,3,28678
mtashi/Recommendation-System-Using-MXNET-on-AWS-Sagemaker,2,0,2022-12-23T19:47:09Z,A getting started repo for state-of-the-art model-free rl algorithms,Jupyter Notebook,5,34244
roger-creus/Habitat-PixelEDL,1,2,2020-11-14T07:29:34Z,ACL19 RE model Spert,Python,4237,1705
Duankaiwen/LSNet,2,1,2020-05-04T05:43:53Z,,JavaScript,40,166033
geyang/model-free,1,19,2022-01-17T14:42:26Z,"Rui Qian, Xin Lai, Xirong Li: BADet: Boundary-Aware 3D Object Detection from Point Clouds (Pattern Recognition 2022: IF=8.518)",Python,5359,1875
JavaStudenttwo/Spert,1,0,2021-05-02T03:39:03Z,,Python,253,2914
ai4u-ai/velocitydock,1,0,2021-01-12T14:38:38Z,,Python,4,5
rui-qian/BADet,1,21,2017-06-14T13:29:13Z,This is an example of using Tensorflow to build Sparse Autoencoder for representation learning. ,Python,6,195
iamnewneo/covid_mythbuster,1,3,2022-08-30T19:35:10Z,This project is used to generate frames or images of fake person swapped with the real professional tennis player. ,Python,2,11582
borundev/uncertain_classification,0,1,2021-02-18T04:43:13Z,,Python,189,50657
zhiweiuk/sparse-autoencoder-tensorflow,1,5,2018-08-29T13:11:51Z,A deep generative model to instil prior knowledge on discrete domains in the form of constraints into Boundary-seeking Generative Adversarial Networks.,TeX,6,99889
alymohamed20/Deep-Fake-on-Tennis-Players,1,13,2019-01-24T04:14:13Z,object detection algorithms and training framework by pytorch,Python,4,180780
Alibaba-AI-Globalization/GCR-Rerank,30,1333,2020-03-05T11:32:13Z,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,Python,20,11919
ShadowTemplate/constrained-adversarial-networks,1,2,2020-09-26T09:44:17Z,"Realtime loss plot calculator for Keras, PyTorch, & others ",Python,4,441
ximitiejiang/deep_learning_algorithm,1,1,2021-03-02T11:05:09Z,Tensorflow-GalSim Universe,Jupyter Notebook,359,2372
ContinualAI/avalanche,1,0,2021-01-25T17:03:23Z,"Based on disentanglement-lib, I am making a capsuleVAE",Python,2,702
VisionBrain/realtimeplt,1,13,2018-05-01T21:20:52Z,"Code for the paper ""The Feeling of Success: Does Touch Sensing Help Predict Grasp Outcomes?""",Python,73,521
andrevitorelli/TenGU,1,0,2019-07-12T22:52:25Z,,C++,12,63659
Kiana-M/CapsuleVAE,2,1,2019-08-13T18:15:17Z,,Python,75,76455
robertocalandra/the-feeling-of-success,4,0,2023-02-19T01:56:57Z,,Python,17,65779
smanne1/fast_and_accurate_onroad_vehicle_detection,8,0,2018-07-27T16:30:02Z,,Python,4,187249
butler-julie/PDNNI,1,0,2022-11-09T03:42:47Z,Machine Learning Related Projects,Python,1849,15200
Navezjt/jcnt-ControlNet,1,0,2021-04-21T19:00:11Z,,Python,60,766
sendilk/ml-class,1,1,2022-02-17T07:16:08Z,"A Tool for Playing Geoguessr At a High Level Implementing Multiple Custom Trained CNNs for Landscape Identification and Flag Identification. Uses Google Vision API for Text Recognition and Implements GeoPy for Live, Accurate Geolocation.",Python,87,122002
arcenano/Machine-Learning,0,1,2019-06-26T11:47:16Z,,Jupyter Notebook,18,14575
harshidkoladara/AutoGML-Object-Detection,1,7,2021-06-10T07:10:37Z,,Python,1,3873
Ryguy-1/GeographyGuesser,1,0,2021-03-25T22:31:44Z,,Python,85,105
schwobr/siim-pneumothorax,30,3903,2017-10-23T23:50:54Z,Probabilistic reasoning and statistical analysis in TensorFlow,Jupyter Notebook,24,142269
AlvinWen428/keyframe-focused-imitation-learning,1,0,2018-11-16T16:31:50Z,,Jupyter Notebook,142,88684
anomICML2023/3329,30,2,2021-07-26T13:47:45Z,,Python,71,16932
kangyuansbu/Text2image,6,17,2019-06-06T15:46:16Z,"a starter-kit for jaynes, the cloud-agnostic launch library",Python,127,2262
tensorflow/probability,30,0,2021-03-10T18:45:11Z,,Python,19,48104
wonjoonSeol/w-bMLsession,1,0,2020-08-30T04:18:11Z,OpenCV codez,Python,998,145070
ProhetTeam/QuantMmdetection,1,0,2022-03-07T16:34:29Z,RNA-binding Proteins app,Python,14,48631
geyang/jaynes-starter-kit,30,3861,2019-07-24T16:09:50Z,High-performance TensorFlow library for quantitative finance.,Python,19,17693
c-w-m/hgf-datasets,2,3,2020-06-30T03:09:40Z,,Python,18,90147
yoncho/OpenCV-code,2,4,2021-05-30T08:47:10Z,,Python,6,33811
Hayfabm/RBP-app,3,0,2022-02-14T06:19:53Z,level1-image-classification-level1-cv-16 created by GitHub Classroom,Python,4,91
google/tf-quant-finance,1,0,2021-09-07T14:40:08Z,Repositorio para alojar el código de un detector de padecimientos específicos en radiografías de tórax mediante métodos de aprendizaje profundo. / Repository to host the code of a detector of specific diseases in Chest X-rays using deep learning methods.,Jupyter Notebook,13,54072
HCYXAS/mmdetection-rocm,30,1,2020-07-16T03:38:58Z,,C++,1504,81850
JackMing1986/multi-visual-tasks,1,1,2016-08-05T21:40:58Z,Examining machine learning techniques to detect photo orientation,Python,1,1428
boostcampaitech3/level1-image-classification-level1-cv-16,2,37,2019-05-09T08:08:24Z,A framework based on Tensorflow for running variational Monte-Carlo simulations of quantum many-body systems.,Python,124,11024
mario-rot/ChestX-rayDiseasesDetector,1,0,2023-02-13T22:30:12Z,,Python,204,100
hust-wuwechao/mxnet_share_327_330,0,12,2017-07-17T18:25:54Z,"modular face identification, tracking, and attribute extraction",C++,512,110638
Sabrewarrior/PhotoOrientation,1,2,2021-05-10T07:15:08Z,,Python,5108,74405
HUJI-Deep/FlowKet,1,0,2023-02-19T14:33:10Z,One exercise of Udacity class ML workflows,Python,451,21
bcornill/hands-on-rl,0,0,2022-02-25T02:04:39Z,,Python,73,33033
nd-z/fmxnet,1,0,2021-01-22T15:25:18Z,A framework built on top of PyTorch-XLA to simplify training PyTorch models on cloud TPUs,Python,508,1310
jjonhwa/Table_Extraction_Kor-benchmark,30,0,2020-05-14T10:56:13Z,,Jupyter Notebook,4,73739
IloBe/genre_classification,1,8,2022-02-13T03:17:05Z,,Python,124,231
aldopareja/fourier_feat,1,0,2020-04-23T11:24:10Z,,Python,1,4426
tnzl/PyTXLA,30,0,2017-08-16T07:45:05Z,,Python,326,20696
zhoudoao-bayes/tf-probability,1,0,2020-03-05T11:33:14Z,,Python,47,7535
yayaja11/StarCraft1_RL_Project,18,0,2020-11-23T06:44:36Z,,C++,35,902260
XinYangDong/mmcv-0.2.10,2,1,2022-06-13T11:38:52Z,,Python,5,14961
