repo_name,number_contributor,number_stars,created_date,description,language,number_commit,sloc
i-Dare/Science4Fashion_ref,3,1,2020-10-06T09:15:48Z,Science4Fashion Refactoring,Jupyter Notebook,7,92568
allwin-baby/VAIGA-AGRI-HACK-2021,1,1,2021-02-19T08:23:57Z,Vaiga Agri Hackathon Winning App backend code,Python,4,256
swlee9087/django-react-algorithm,1,0,2021-10-12T09:38:13Z,repost,Python,8,43841
haimeh/mxnet_m17x,1,2,2020-08-19T16:55:37Z,last working version on m17x alienware,C++,2,37788
paulbricman/decontextualizer,1,29,2021-12-02T05:35:38Z,A pipeline for making highlighted text stand-alone.,Python,5,7379
huongd17at089/my_flask,1,0,2021-08-04T11:21:08Z,,Python,87,29
ricardodeazambuja/mlflow-er,1,1,2022-12-16T00:13:34Z,teeny-tiny mlflow helper,Python,1,32
wangqianwen0418/DNN-Genealogy,4,25,2018-03-21T12:29:07Z,An visual summary of representative DNNs and their evolutionary relationships,JavaScript,3,18642
dbczumar/mlflow-keras-ffnn-mnist,1,6,2019-03-26T18:26:08Z,MLproject for training a feed-forward neural network on MNIST in Keras,Python,1,11
bstriner/pytorch-igniter,1,1,2020-07-14T00:05:16Z,,Python,94,111
bwbelljr/learn,1,0,2021-08-05T00:03:39Z,,Jupyter Notebook,7,3670
adiwijaya/mlflow-example,3,0,2018-09-28T03:08:49Z,,Python,1,84
Klawens/HUAWEI-ModelArts,1,0,2020-12-23T01:51:49Z,HUAWEI Cloud AI competitions，ModelArts deployments.,Python,564,338
Vraj531/AMC-SSDA,1,3,2019-08-11T11:15:38Z,Adaptive Multi Column Sparse Stacked Denoising Autoencoder ,Python,47,14814
chris-chris/mlflow-tutorial,1,6,2021-04-15T14:53:11Z,,Python,1,2131
tfwu/FaceDetection-ConvNet-3D,1,133,2016-08-20T21:09:06Z,"Source code for our ECCV16 paper, Face Detection with End-to-End Integration of a ConvNet and a 3D Model",C++,4076,15858
archanamehta/MLOps-Databricks-Labs,2,0,2020-05-26T17:36:12Z,,Python,13,702
tuannguyen2103/test,1,0,2021-10-29T09:51:14Z,,Python,7,16482
mtashi/Recommendation-System-Using-MXNET-on-AWS-Sagemaker,1,0,2021-01-25T01:28:19Z,,Python,10,10
Ceyron/machine-learning-and-simulation,6,375,2021-02-27T16:57:19Z,All the handwritten notes 📝 and source code files 🖥️ used in my YouTube Videos on Machine Learning & Simulation (https://www.youtube.com/channel/UCh0P7KwJhuQ4vrzc3IRuw4Q),Python,11,97877
ajitkumarmohapatra79/Alla_all_codes,0,0,2020-02-12T22:45:25Z,,Jupyter Notebook,1,107638
sanyamsood1210/object-classification,1,0,2021-08-01T11:36:59Z,,Jupyter Notebook,4,126
SubrataSarkar32/tb-and-pneumonia-detection,2,1,2019-07-06T11:42:46Z,"classify pneumonia ,tb and normal person xray image",Jupyter Notebook,441,127283
karishmadaga/MlflowProjectNotebooks,1,1,2020-08-01T22:14:24Z,Training Mlflow Projects using Azure Machine Learning SDK and services,Jupyter Notebook,250,173
misham/mlflow-framework,1,1,2022-01-31T14:54:06Z,MLOps using MLFlow,Python,1730,80
nicolashuyghe/TaxiFareModel,1,0,2021-03-02T14:15:09Z,Challenge Kaggle,Python,8,82
DailinH/cs273-project,3,1,2020-12-04T03:09:59Z,,Python,28,59381
HPI-DeepLearning-PlaceRecognizer-SS17/AmalgamationMxnet,1,0,2017-07-07T16:10:35Z,In this repository we try to get the amalgamation script to work to create a working 32-bit libmxnet_predict.so for Android devices,Cuda,13,12846
jene4ekjene4ek/mlflow,0,0,2020-08-10T12:31:32Z,,Python,16,7420
Emaway/Group-Project-3,4,0,2019-08-09T16:01:44Z,"Machine Learning models to predict flu, 1 week, 2 weeks, 3 weeks and 4 weeks ahead of CDC ILI epi weeks",Jupyter Notebook,6,13788
dumbjarvis/mlfow-v1.14.1,1,0,2021-03-16T15:21:22Z,,Python,1410,8408
Pragya2000/EEG-Brainwave-prediction,1,0,2021-03-07T00:10:49Z,,Jupyter Notebook,1,24490
goeckslab/Galaxy-ML,6,9,2019-06-06T20:22:29Z,Make machine learning simpler with Galaxy,HTML,1,643101
charlotteng/detectors,1,0,2023-03-06T05:33:41Z,,Python,2,466
PierreCeraH/TaxiFareModel,1,0,2022-02-22T13:59:25Z,taxi,Python,205,9
Shikhar8990/dgl,0,0,2020-08-20T16:50:26Z,,Python,1,493
aishwaryajawalkar173/Fruit-Disease-Classification-using-CNN,1,0,2021-07-10T17:23:14Z,,Jupyter Notebook,10,311
PipelineAI/katacoda-notebooks,2,55,2020-03-16T20:22:05Z,O'Reilly Katacoda,Python,5,8800
FernanOrtega/pythonsevilla2019,1,0,2019-12-01T19:41:03Z,This repository contains the notebooks used during my talk in Python Sevilla Meetup about MLFlow and Databricks.,Jupyter Notebook,15,1450
aparna2103/Crop-Doctor,1,0,2021-12-24T17:07:56Z,,,100,8568
Santoshvelamala/DiabetesProgression,1,0,2021-08-15T16:38:17Z,,Python,1,3
saeedashraf/engageclients,1,0,2021-09-24T05:55:54Z,,Jupyter Notebook,2,3560
amesar/mlflow-examples,1,143,2019-11-05T12:49:04Z,Basic and advanced MLflow examples for many ML flavors,HTML,2838,1320
9harshit/Breast-Cancer-Detect-Using-ANN,2,0,2020-05-07T13:55:14Z,,Python,344,1163
qianchenyi/project_code,0,0,2021-09-05T19:28:12Z,,Jupyter Notebook,1,972
starimpact/mxnet_tk1,30,4,2016-10-14T03:09:58Z,,Python,9,8031
gitconnoisseur/ism-ow,1,0,2021-11-29T03:11:09Z,,CSS,2707,5060
theyorubayesian/manhattan,1,0,2021-05-20T22:53:27Z,,Python,19,22788
phani06/Covid-19-and-Pneumonia-Dectection-Using-Chest-X-Rays,2,0,2021-10-30T14:40:32Z,,Jupyter Notebook,8,11089
eavilaes/HTR-for-SQL,1,0,2021-06-04T20:27:44Z,HTR systems based in Machine Learning used to process handwritten SQL queries.,Jupyter Notebook,13,100074
nickponvert/ml-flow-ds-project,2,2,2020-02-22T22:06:03Z,PySpark / MlFlow project template,HTML,3,887
nikody-mytaptrack/csv-protobuf-pipeline,1,0,2019-06-14T19:27:45Z,A serverless csv to protobuf pipeline to be used with AI training and evaluation of data,Python,1,29865
jacobceles/ChicagoTaxiTrips-DeepLearning-Dashboard,1,0,2021-12-01T16:58:13Z,"Using Deep Learning with Keras to predict the taxi fare, and build a dashboard for showing the implementation using Flask.",Jupyter Notebook,1,5029
NitinRajS/Data-AI-Summit-2020,1,0,2020-10-28T22:51:49Z,,Python,1,7127
raj-subhankar/hackerearth-ocr,1,0,2019-01-20T19:34:25Z,,Jupyter Notebook,20,9750
XiaoXiao-Woo/derain,1,3,2022-05-01T13:14:31Z,"A Decoder-free Transformer-like Architecture for High-efficiency Single Image Deraining (DFTL).  As a deraining toolbox, it can easily introduce your own methods [Ready to use]. ",Python,24,11447
jene4ekjene4ek/my_mlflow,0,0,2020-08-10T12:34:36Z,,Python,81,7396
NathanKuneman/Identifying-Lego-Set-Themes,1,0,2021-08-02T15:38:23Z,,Python,20,11674
fadhelmurphy/Realtime-streaming-classification,1,0,2021-03-03T12:44:38Z,Modelnya belom akurat bro. cuma project iseng orangnya lagi sibuk kerja + kuliah (belom sempet),JavaScript,30,27389
koustuvsinha/t-rgcn,28,0,2019-04-18T20:32:28Z,,Python,1,3713
wararaki718/scrapbox,1,1,2018-07-20T14:35:10Z,,Jupyter Notebook,5,1595
zzwj66/ModelZoo-PyTorch,30,3,2022-09-20T03:25:02Z,,Python,4,43676
Marcos10452/InvoiceReader,1,1,2021-06-15T01:08:51Z,"Predict and get data from invoices  such as  invoice’s number, date, total amount, etc.",Jupyter Notebook,10,11512
isilsgit/Mlops-Test,1,0,2022-12-02T15:48:02Z,,HCL,5,472
heeryoncho/sensors2018cnnhar,1,11,2018-09-07T11:47:04Z,TensorFlow implementation of Sensors 2018 paper: Divide and Conquer-based 1D CNN Human Activity Recognition Using Test Data Sharpening,Python,4462,139528
kingspp/tf-contrib-analyzer,2,2,2018-09-10T18:22:16Z,Tensorflow Contrib Usage Analysis,Python,80,52900
olafapl/publication_extraction,1,0,2020-10-15T11:01:22Z,Extract publication metadata from web pages. Developed as part of my specialization project (TDT4501 @ NTNU).,Python,26,35
Qianna00/mmcv,0,1,2020-07-24T03:08:58Z,,Python,417,5205
thomas-mecattaf/handwriting-recognition-test,1,0,2021-12-20T23:23:50Z,A sample container of Mlflow/Python for deployment to AWS Lambda for ML model serving.,Python,4705,6
vochicong/mlflow-lambda,30,0,2020-10-13T14:28:46Z,Graph approach for Thesis. Make Graph Embeddings and give those embeddings to LSTM,Python,2,87949
harshgrovr/Graphs-Approaches-for-Activity-Recognition-Independent-of-House-Layout,1,0,2017-05-30T22:39:45Z,"A modified version of MXNet, taken from tornadomeet, that incorporates several extra operators",C++,4120,25054
MichaelAHood/pk-mxnet,1,0,2021-06-21T09:23:26Z,,Python,59,21
konradmaklaud20/smiii,1,0,2021-01-11T05:11:26Z,,,2,240
Nidhi2024/Artifacts_Classifier,1,0,2021-05-15T22:25:19Z,Dashboard made in python for the Energy Services course at Instituto Superior Técnico.,Python,3,13348
clams97/ES_Dashboard,1,0,2018-06-05T04:39:18Z,Kaggle Deep Learning Assignments,Python,584,10
r5sb/Kaggle-Deep-Learning-Track,1,1,2018-07-18T05:26:21Z,,Python,48,696
KidQuant/Finance,0,0,2020-08-25T02:23:55Z,,Python,2,5010
LEOCUIZHIHAO/kp_cv,1,31,2020-10-12T10:04:58Z,Create interactive dashboards for your Convolutional Neural Networks with a single line of code!,Python,34,5663
lucko515/cnn-raccoon,1,0,2021-11-15T12:51:16Z,This repo is for python deep learning project,Jupyter Notebook,1,8226
MuhammadUsman94/Python-DL-Project,1,0,2020-10-20T10:17:28Z,,Python,300,81351
Ishan2000-ace/Cotton-Disease-Classifier,0,67,2019-04-23T21:30:21Z,MLFlow Spark Summit 2019 Presentation,Jupyter Notebook,5,186
amesar/mlflow-spark-summit-2019,1,0,2020-12-16T18:48:02Z,"Create a web service that uses machine learning to make predictions based on the data set Power Production. The goal is to produce a model that accurately predicts wind turbine power output from wind speed values, as in the data set. You must then develop a web service that will respond with predicted power values based on speed values sent as HTTP requests.",Jupyter Notebook,38,3464
daithimarkham/Machine-Learning-Project,2,21,2021-04-14T09:43:55Z,A collection of Korean Text Datasets ready to use using Tensorflow-Datasets.,Python,122,342
jeongukjae/tfds-korean,1,0,2020-10-07T17:53:18Z,Image classification of cotton leaf/plant and used transfer learning for prediction. Last created UI for any new prediction,Jupyter Notebook,7257,136
ShubhamGoel2295/Cotton-leaf-plant-condition-prediction,2,2,2019-11-21T04:39:46Z,"Full project repo containing sub-packages for database, dataloaders, models, training, and analysis.",Jupyter Notebook,195,33655
JacobARose/pyleaves,1,0,2018-09-28T12:29:20Z,,Python,10,50944
Christopheraburns/serverless-sagemaker-v1,1,0,2020-08-19T17:08:09Z,last version working on area 51m laptop,C++,9,39074
haimeh/mxnet_a51m,30,0,2022-06-23T16:49:08Z,,Python,417,57055
Tinagogo/mlflow,2,1,2020-10-10T16:59:58Z,,Python,4237,54871
zaidhassanch/PointerNetworks,1,0,2021-02-09T19:03:32Z,,Jupyter Notebook,78,1924
raj1701/Web-Search-Application,1,0,2020-05-16T14:35:22Z,,HTML,1,8766
jagangirisaballa/number_detection,30,0,2020-12-21T13:53:15Z,,Python,4835,99892
luanagbmartins/ray,4,0,2021-12-02T00:35:02Z,,Jupyter Notebook,10,84017
METAG0R0/Essential-PySpark-for-Scalable-Data-Analytics,30,0,2019-12-13T12:59:14Z,Old ray repo pre-upgrade to 0.7.6,Python,12,23231
internetcoffeephone/old_ray,1,0,2020-02-29T11:19:30Z,,Jupyter Notebook,3,586460
subash1999/project3,1,0,2022-03-09T11:40:11Z,,Jupyter Notebook,2,2439
CrisSchez/cml_mlops_churn,1,0,2020-03-11T08:26:30Z,A bunch of random stuff that I am studying over time. Some things are incomplete but the principle is to start to understand something. I'm starting to version this for backup: ) ,Jupyter Notebook,4276,23002
Bumbleblo/bee-learning,1,1,2018-10-23T17:02:04Z,,Python,772,194811
Christopheraburns/serverless-sagemaker,1,0,2021-06-26T13:52:17Z,,Python,3,10
Rakesh678219/friendly-giggle,1,0,2020-10-05T06:49:04Z,,CSS,42,11115
shubham7169/Deployment,1,0,2022-02-22T13:09:00Z,,Python,6,11
JoaoMarques1/TaxiFareModel,1,2,2021-11-12T07:24:57Z,We have built a Voice based Personal Assistant for people to access files hands free in their device using natural language processing.,Python,14,7
Rushabh75/Voice-Based-Personal-Assistant,1,0,2021-06-08T15:30:16Z,,Python,4,15
AnaJessica15/ml-gradio-mlflow-streamlit,1,0,2020-10-11T17:08:58Z,,Jupyter Notebook,3,55979
christianvadillo/ML,30,0,2021-05-14T22:08:37Z,,C++,26,86857
tylerjohnhaden/cloud-project-8,1,0,2021-11-17T16:29:49Z,machine learning predict image from space,Jupyter Notebook,26,278996
earthoer/ml_amazon_fromspace,1,0,2022-04-16T02:58:49Z,Assignments,Python,8,74
gchattre/Data-Science-at-Scale,0,0,2021-07-29T11:55:42Z,,Python,2,73
anoopacts/mlflow-training,1,0,2019-05-26T22:38:33Z,,Jupyter Notebook,5,86751
tcbonds/Project_4,1,0,2021-04-02T06:34:25Z,,Python,68,202950
DonielMoins/FlaskDatabaseViewer,1,0,2021-03-01T03:13:58Z,,Python,4,14699
Sachdw/The-Rock-Says,3,11,2019-12-18T01:00:49Z,DESIGN AND IMPLEMENTATION OF A MACHINE LEARNING PLATFORM,Jupyter Notebook,1723,3333
pingsutw/2019-minicourse-submarine,2,0,2021-10-01T07:31:15Z,Photo to monet converter based on cycleGAN ,HTML,4,727
viveknamaye/cyclegan-image-converter,1,0,2021-08-14T11:06:10Z,,Jupyter Notebook,1,394
mdsohaib/Customer_Revenue_Prediction_ML_App_Using_Django,1,0,2020-12-23T15:46:28Z,,Jupyter Notebook,1,40422
madugula-jairam/my_project,1,11,2019-07-14T10:21:51Z,"A Flexible, Modular ML Experiment Framework",Python,38,193
ofnote/lightex,2,18,2020-02-20T05:24:21Z,DefectNet: Towards Fast and Effective Defect Detection,Python,4120,30952
li-phone/DefectNet,1,2,2021-03-17T14:48:31Z,MixADA + SUB2,Python,24,36797
donny-chan/mixada-sub2,1,2,2018-11-17T21:27:07Z,mlflow with cpp api,Makefile,7,41458
sepidehhosseinzadeh/mlflow-cpp,1,21,2021-03-30T07:50:14Z,Distractor-Aware Fast Tracking via Dynamic Convolutions and MOT Philosophy,Python,2,12903
hqucv/dmtrack,1,0,2022-10-24T01:50:13Z,,Jupyter Notebook,83,106
nickwiecien/AzureML_MLflow_Train_Package,1,0,2021-06-19T13:37:33Z,,Python,34,18656
Ssuwani/mlops,1,0,2020-01-05T14:43:57Z,Answer Evaluator using Universal Sentence Encoder,Python,9,3
bharathrajcl/Answer-Evaluator,1,1,2018-10-12T09:54:29Z,,Python,326,17477
zjatc/ANNTOSA,1,0,2021-08-31T14:27:49Z,Kaggle Taxi Fare Challenge,Python,865,11
gmatos51/TaxiFareModel,2,0,2021-08-11T14:58:42Z,,Python,745,15061
akiozihao/mmlab,1,0,2020-12-17T15:05:39Z,,Python,14,85
dojo515/MLFlow,1,0,2022-01-18T23:27:28Z,,Python,5,94152
kbenmus02/test_app_flask,1,3,2021-03-11T17:11:48Z,,Python,11,61529
khaled-rahman/FusedMM4DGL,1,97,2019-07-29T12:38:14Z,Capturing model drift and handling its response - Example webinar,Python,1,11081
joelcthomas/modeldrift,1,0,2022-05-31T04:23:05Z,taxi fare prediction simple model,Python,2,12
nganguyenny/TaxiFareModel,2,0,2022-06-30T08:50:52Z,Rental Bike prediction ML model,Python,3,1014
NaveenRudra/churnmodeliisc,1,0,2021-05-25T08:58:35Z,,Python,6,11
raghulkrishna/mlops-cml-dvc-mlflow,1,0,2021-07-18T12:27:46Z,COTTON DISEASE CLASSIFICATION PROBLEM USING CNN,Jupyter Notebook,2,141
navaneethramesh30/COTTON-DISEASE-PREDICTION,30,1,2017-03-11T05:41:03Z,,Jupyter Notebook,6579,11832
cypw/mxnet-old,1,1,2019-03-24T02:43:56Z,,Jupyter Notebook,1849,92271
fnever520/DeepLearning,1,0,2021-07-20T18:52:27Z,done the project linear regression it was cool,Jupyter Notebook,8,25399
dhaneshwar2310/projectML,1,0,2021-04-14T08:25:47Z,,Python,4,34
mshtelma/adults_census_cicd,24,1,2019-03-11T10:15:29Z,,Python,3,3703
tmpaul06/dgl,30,0,2017-01-07T02:20:43Z,,C++,61,13084
GrassSunFlower/profile_mxnet,1,0,2020-06-03T13:59:27Z,,Python,1,4
craigng/mlflow_test,1,0,2022-04-10T16:24:02Z,Deploying Models to Production with MLflow and Amazon Sagemaker,Python,2,4756
jishipp-repo/Deploy-ML-MLFlow-AWS,30,0,2022-01-29T07:08:42Z,,Python,40,18431
ManoharDas123/dgl_partition,1,0,2021-08-26T14:16:11Z,,HTML,1,283533
Pranay-yanarp/MS_Data_Science_class_projects,30,0,2017-07-10T10:38:56Z,mxnet maintainance based on v0.7.0,C++,19,8549
starimpact/mxnet_v0.7.0,2,0,2022-08-04T18:43:12Z,,Python,2990,42
ShaikVasid/databricks-demo,2,19,2020-11-18T13:41:58Z,,Python,534,239
e-mon/lish-moa,1,0,2020-06-13T08:59:35Z,,Python,412,47991
lzt-pro/ray,1,0,2021-08-17T13:33:21Z,Calculating the taxi fare based on my location and destination,Python,114,13
csseries/TaxiFareModel,1,0,2021-04-27T17:07:20Z,,HTML,1,16634
RubelHK99/CovidWebsite,12,812,2016-11-19T02:42:09Z,Descriptive Deep Learning,Python,3,1873
deepgram/kur,1,0,2021-08-31T23:01:57Z,,Python,8,50798
dahani9091/style-transfer,1,0,2021-08-12T05:23:07Z,,Jupyter Notebook,4,55913
Tahimari/OCR-iam,1,0,2023-01-25T19:29:43Z,,Python,4,8700
stefannica/zenml-gitflow,0,0,2022-04-28T12:31:43Z,,Python,5,2
ravikanth1979/mlflow-example,1,0,2020-02-29T01:41:43Z,,JavaScript,1,37576
sainath24/foursight,3,0,2021-03-16T15:16:06Z,group-project-group-1-ian-sungwoo-michelle created by GitHub Classroom,Python,2,1780
QMSS-GR5069-Spring2021/group-project-group-1-ian-sungwoo-michelle,1,2,2020-06-10T18:57:57Z,Real data science projects at skillfactory.ru,Jupyter Notebook,9,10927
feD0s/skillfactory_rds,1,0,2020-07-28T03:11:23Z,,Python,6,18598
mike112223/mmcv,1,11,2018-10-20T08:01:12Z,Airflow POC demo : 1) env set up 2) airflow DAG 3) Spark/ML pipeline | #DE,Python,1,654
yennanliu/AirflowJob,1,0,2021-01-07T18:12:24Z,,Jupyter Notebook,5,111
priya-singh2411/Cotton-Plant-Disease-Prediction,1,0,2021-08-17T10:24:47Z,first full package for taxi fare estimation,Python,3,12
QSTC/TaxiFareModel,1,2,2019-09-19T14:11:45Z,otto is a machine learning project boilerplate,Python,498,44
carlos-rodrigo/otto-ml,2,1,2016-10-29T19:29:52Z,Geo Distributed Machine Learning using a Parameter Server,C++,4,248922
smihir/gdml,30,0,2021-02-17T16:11:06Z,,Python,1168,77929
hidibelan/jjp1,1,53,2017-07-22T21:28:47Z,Workshop for Spark and Databricks,HTML,15,86591
dmatrix/spark-saturday,1,0,2018-03-15T19:39:56Z,Autoencoder for SNP prediciton,Python,17,4174
Hillerton/Keras_autoencoder,1,0,2021-06-20T08:30:01Z,,Jupyter Notebook,41,5932
harshit-k11/Stock-Market-Price-Prediction,1,3,2022-01-10T04:23:30Z,MLFlow Tutorial,Jupyter Notebook,1,64077
maximuslee1226/mlflow,1,0,2021-09-09T08:12:20Z,,Python,1,219
wrenchonline/fastvepvgg,1,1,2020-05-22T02:56:39Z,,Jupyter Notebook,299,412289
li-phone/DetectionCompetition,30,0,2016-08-15T11:18:59Z,,Python,4723,10635
zuowang/mxnet,1,0,2019-02-13T11:11:10Z,,Roff,65,873092
hazemalsaied/MWE.Identification,1,0,2020-12-17T23:27:25Z,,Jupyter Notebook,6,25616
vzn2000/big_data,1,0,2021-04-23T17:01:13Z,This project is an end to end implementation of a Deep Learning project using a real world dataset from Kaggle,Jupyter Notebook,28,390
tattwadarshi/End-to-End-Implementation-of-Deep-Learning-Project,30,0,2017-09-06T19:02:43Z,,Python,10,13569
bill-teng/mxnet-test,1,0,2020-05-11T07:55:02Z,,Python,21,38
debbieliske/cookiecutter-data-science-deep-learning,1,1,2021-06-03T15:33:29Z,,Jupyter Notebook,2,499
vaishnavisampigethaya/Face-Recognition-with-mask,2,1,2020-01-11T14:46:34Z,,Jupyter Notebook,4,178091
shaheerakr/cheating-detector,1,0,2021-05-24T09:20:21Z,Neural network solution to finding the minimum of two MNIST images.,Jupyter Notebook,3,22632
feldnerd/MNIST_FindingMino,0,0,2021-01-26T02:47:03Z,,HTML,284,85876
abdelatifsd/Yolla-app-demo,1,0,2019-05-08T17:26:26Z,,Jupyter Notebook,86,208
azeltov/mlflowdemo,1,1,2020-08-05T22:46:17Z,French Fake news detection,Jupyter Notebook,34,129509
akachbat/FrenchFakeNews,30,2,2016-07-08T12:05:25Z,,C++,507,8239
litoeknee/mxnet,13,570,2019-12-31T12:25:05Z,A one-stop repository for low-code easily-installable object detection pipelines.,Jupyter Notebook,2,267138
Tessellate-Imaging/Monk_Object_Detection,1,0,2022-01-22T04:14:30Z,mlflow-basic,Python,35,84
serberoos/mlflow-practice,0,0,2018-10-01T07:57:33Z,,Python,46,36
adiwijaya/mlflow_project_template,1,0,2021-06-22T13:16:35Z,My test for Taxi Fare Model,Python,942,11
pmpierremathis/TaxiFareModel,2,0,2021-03-13T15:58:17Z,This is to detect the diseases in plant,Jupyter Notebook,535,441
Sandeep-Yadav2/Plant-disease-detection,1,0,2022-05-15T04:57:05Z,,Jupyter Notebook,4,36928
nolfonzo/pyspark,1,0,2021-06-20T08:45:48Z,Official Repository created for Eye Disease Detector of a team from Malineni Lakshmaiah Womens Engineering College.,Jupyter Notebook,3,5046
madblocksgit/eye-disease-detector-mlwec,1,0,2016-11-24T11:33:21Z,My MXNet,C++,4,73520
hauklau/mxnet_hl,1,2,2022-04-06T10:29:58Z,,Python,65,900
OpenXLab-Edu/MMCV-Edu,1,19,2021-01-14T10:41:47Z,,Python,65,35397
thunlp/MixADA,0,0,2021-10-19T05:44:37Z,mlops test using mlflow and fast api.,Python,3,9
hgcdev/mlopstest,1,0,2019-05-13T01:51:40Z,sleep staging,Python,3,19
qdbp/sleep_staging,1,0,2020-10-26T01:30:39Z,testing some ideas with ml flow,Python,20,7
jattenberg/ml_flower,1,0,2019-02-21T02:38:43Z,,Jupyter Notebook,5108,153277
mcaraco/Homework-,1,0,2020-11-03T10:57:05Z,,Jupyter Notebook,13,5938
dheerajshah13/Live-Stock-Prediction,1,0,2020-08-29T19:07:37Z,,Python,5,386
jesrav/azure-ml-learning,1,0,2019-12-11T01:21:57Z,,C,990,154045
qw2261/IoT-Project,1,0,2020-11-02T17:15:15Z,,Python,250,2
Charlestng/keras_mlflow_exercise_jedha,1,0,2020-05-06T10:05:50Z,Data Science & Machine Learning on Databricks: a platform overview,Python,43,204
sllynn/rr-datasci-overview-materials,1,8,2021-07-31T18:21:48Z,It is an implementation of research paper with title 'Multimodal deep networks for text and image-based document classification',Python,11619,4941
bharathrajcl/Multimodal-deep-networks-for-text-and-image-based-document-classification,4,0,2021-05-09T10:19:15Z,,Jupyter Notebook,146,116519
infoshareacademy/jdszr4-wdevs,1,0,2019-11-03T04:02:36Z,kaggle competitions solution files,Python,422,2000
PraveenAdepu/kaggle_competitions,30,2,2021-06-25T07:18:30Z,,Python,35,54148
XingxingZhang/hf_datasets,1,11,2022-01-07T15:17:21Z,,Python,34,1146
pacolecc/AzureDatabricks-MLOps,1,0,2021-03-08T07:29:04Z,,Python,40,63601
Arudhra1999/Covid19-Prediction-DL-app,1,6,2020-11-24T14:32:58Z,mlflow extension for Algorithmia,Python,14,97
algorithmiaio/mlflow-algorithmia,1,0,2021-09-16T03:44:02Z,Public repository for the QUT EGH400 Thesis project,Jupyter Notebook,328,25969
vanessa108/ecoacoustics-speech-detector,4,3,2020-10-20T04:44:56Z,,Jupyter Notebook,5,704022
manmeet3/Medical-SSL-SimCLRv2,1,9,2019-12-12T07:29:39Z,python datasets for code completion,Python,9,208253
LiuFang816/SALSTM_py_data,1,1,2022-05-08T07:41:08Z,,Python,60,13251
hirak-saharia/MLFlow-AIOPS,2,8,2020-08-17T13:41:25Z,TanD - Train and Deploy is a no-code framework to automatize the Machine Learning workflow.,Python,1,111
piEsposito/TanD,30,1,2016-07-14T12:15:46Z,based on mxnet v0.7.0,C++,10,8215
starimpact/mxnet_basedv0.7.0,3,0,2019-09-02T07:21:50Z,,Shell,2,121474
rajagurunath/ETML,1,0,2020-09-27T15:20:22Z,"By ThreeJS, programming brain 3D Web Viewer 🤳",JavaScript,793,434725
terajh/Brain_3D_WebViewer,2,0,2020-10-02T16:48:04Z,,Python,16,145
Brazilian-Institute-of-Robotics/autonomous-perception,1,0,2021-05-20T11:29:02Z,,Python,15,2985
ImadSidhoum/BDS_pipeline_reborn,1,0,2021-02-25T22:54:19Z,,Python,2,5
snassimr/cml_mlflow,2,3,2021-05-07T12:44:44Z,Modeling of Earth’s Radiation Environment.,Python,1,60
Tanveer81/deep_horizon,15,0,2021-11-01T15:46:27Z,,HTML,3,19353
whylabs/whylogs-core,1,0,2020-05-23T06:54:26Z,,Jupyter Notebook,4,66963
Noba1anc3/trash_classify_competition,1,10,2020-04-12T21:27:34Z,Image classification using Transfer learning technique. Updated and added mlflow with PyTorch fine-tune tutorial,Jupyter Notebook,1372,150
arnabdeypolimi/Image-classification-PyTorch-MLflow,1,0,2017-04-28T05:28:42Z,,Python,1145,66222
shuxianghuafu/neuralNetworks,1,2,2020-08-17T15:31:18Z,Deep learning with tensorflow 2.0,Jupyter Notebook,10474,1944501
udaypratapyati/DeepLearning_With_Tensorflow2,30,0,2021-10-12T06:38:39Z,,Python,8,7635
holy44162/mmcv_imported,13,0,2020-10-09T05:29:55Z,,Jupyter Notebook,3,263250
AbirKhan96/Monk_Object_Detection-23-305129,2,0,2022-10-20T19:19:35Z,,Shell,271,676
arahnamab/AR-EY,1,0,2020-04-11T14:04:05Z,,Jupyter Notebook,32,199432
saurabh9450150287/Handwritten-Text-Recognition,1,0,2020-11-11T06:40:24Z,,Jupyter Notebook,163,189939
Nivitus/Cotton_Leaf_Disease_Detection,1,0,2020-05-06T12:50:29Z,classification of feedback and comments i.e whether it is positive negative or neutral and generating corresponding rating on a scale of 5.,Python,7715,9
sameerkr1/sentiment_analysis,1,0,2021-11-17T03:31:47Z,This is a project in which you can scrape all reviews from a specified review-web and analyse each one with a LSTM Neural Network.,Jupyter Notebook,3536,11848
TommyGula/scraping-sentiment-analysis,1,0,2021-04-28T12:27:25Z,MLOps for central Model repository using Azure DevOps,Python,4,12
frenchlam/central_model_repo,1,0,2020-07-18T02:23:54Z,My firsts steps using MLFlow library to develop an end-to-end machine learning pipeline,Python,6,8217
anjosma/mlflow_experiments,1,7,2018-06-07T11:09:42Z,MXNet-G is a deep learning framework designed based on MXNet (https://mxnet.incubator.apache.org/index.html). It allows you to train models with a novel distributed SGD (Stochastic Gradient Descent) algorithm named Grouping-SGD. A new parallelization scheme named GSP (Grouping Synchronous Parallel) is used in Grouping-SGD for distributed deep learning on heterogeneous clusters. ,C++,53,2119
CGCL-codes/MXNet-G,1,0,2021-07-20T06:05:37Z,,Python,2,125665
aisaack/Apple_doctor,1,0,2021-02-22T11:45:33Z,Package for Kaggle Taxi fare challenge,Python,5842,2449
Vishal151/TaxiFareModelOld,1,12,2020-12-31T02:38:54Z,An Abstractive Summarization(for Datasets in English format) Implementation with Transformer and Pointer-generator,Python,25,200
