repo_name,number_contributor,number_stars,created_date,description,language,number_commit,sloc
cdeck3r/BilderSkript,1,11,2021-04-19T12:45:40Z,Smooth Variational Graph Embeddings for Efficient Neural Architecture Search ,Python,56,11441
nmichlo/bandit-pbt,1,0,2021-06-22T04:53:41Z,A package to analyze aspect level sentiments.,Python,6,392
khan123451/yolov5z,1,0,2023-03-07T11:18:15Z,Coming Soon...,Python,3,918
Manjunath7717/Machine-Learning-Algorithms,1,0,2023-03-06T14:37:06Z,,Python,945,935
haidnguyen0909/rxngenerator,3,0,2023-01-21T13:46:13Z,,Python,25581,2830
jovitalukasik/SVGe,1,1,2015-08-12T08:41:16Z,"Knowledge measurement,play kaggle,CDM,Machine learning,DataMing in Education code",Matlab,38,74983
SurajDonthi/AspectBasedSentimentAnalysis,1,40,2019-03-28T15:51:59Z,"Code to accompany the paper ""Constrained Bayesian Optimisation for Automatic Chemical Design"" https://pubs.rsc.org/en/content/articlehtml/2019/sc/c9sc04026a",Python,2433,47220
gbatsis/compeval,1,0,2022-11-16T07:58:46Z,,Python,49,274
allaan08/Fall-E,1,1,2016-10-17T16:13:44Z,,Python,10,41386
IT-Anfal/streamlit-smart,1,0,2021-01-28T15:15:33Z,High-level framework for PyTorch to quickly setup training using configurable experiments,Python,2,139
LiaoPan/MyCodeSpace,3,13,2021-03-21T05:01:32Z,Zero-Shot Learning in Named Entity Recognition with Common Sense Knowledge,Jupyter Notebook,9,69964
Ryan-Rhys/Constrained-Bayesian-Optimisation-for-Automatic-Chemical-Design,1,1,2022-10-21T03:31:05Z,AI Engine made by Edmund Ucok Armin,Python,3,78972
giacomopiccinini/SiameseTwin,1,0,2019-08-05T19:40:38Z,Write ML algo from scratch for better understanding,Jupyter Notebook,15,336
TrofimovAssya/DankMeme,7,54,2013-07-26T15:13:23Z,Causal Dynamical Triangulations in C++ using CGAL,C++,37,117503
phisad/pytorch-expresso,1,0,2023-03-08T06:54:26Z,adversarial attack in traffic sign,Jupyter Notebook,107,305408
shmulvad/zero-for-ner,30,1,2021-03-12T07:01:45Z,Customised Usage of HuggingFace Transformers,Python,1,50979
edmundarmin/EdAIEngine,30,0,2022-09-15T16:36:26Z,,Python,3,32163
msank00/ml_algo_from_scratch,1,0,2022-10-04T07:53:21Z,,Python,31,1058
acgetchell/CDT-plusplus,1,14,2022-09-22T19:34:17Z,,Python,256,20
baaaam771/adversarial_attack,1,95,2023-01-15T03:19:27Z,YOLOv8 Segmentation with DeepSORT Object Tracking (ID + Trails),Jupyter Notebook,118,28094
Carolyn95/FlexTransformers,4,7,2020-01-14T15:01:52Z,Enchanter is a library for machine learning tasks for comet.ml users.,Python,81,2880
TNPKpenguin/Pig,2,0,2023-01-12T08:43:54Z,,Python,50,1350
njrogel/2022iv5,1,0,2022-06-10T16:20:30Z,,Python,44,8720
KristenKehrer/schoolbus_yolov5,1,3,2022-07-27T20:59:44Z,,MATLAB,6,185911
MuhammadMoinFaisal/YOLOv8_Segmentation_DeepSORT_Object_Tracking,2,4,2020-11-23T00:02:00Z,,Jupyter Notebook,4,2655
khirotaka/enchanter,3,2,2022-10-11T14:51:44Z,Project Real- time Traffic Video,Python,75,1199
ayazmhmd/yolov8_strong_sort,2,0,2019-07-25T05:34:14Z,🦢 Information Extraction for Buddhist literature,Jupyter Notebook,4823,21074
KAI-Devv/BoxDetection-Yolov5,0,0,2021-03-27T08:45:24Z,,Python,2,6862
quan3a1dvt/rams_ed,1,9,2019-12-12T07:29:39Z,python datasets for code completion,Python,33,208253
Lew-Lab/Deep-SMOLM,2,2,2015-09-21T10:08:16Z,"System for semantic based image indexing and retrieval using Python, FLANN library, Caffe deep learning framework and Flask web framework",JavaScript,122,1837
hancia/ToxicSpansDetection,1,1,2023-01-29T12:01:39Z,Qhacks2023 Project!,Python,126,50928
NIOCER/Real--time-Traffic-Video,27,62,2020-11-16T11:38:08Z,,Python,27,216558
OpenPecha/ie-citations-sources,0,6,2018-12-21T18:16:06Z,Zero-shot Classification of News Title - Final Project for IRTM NTU 2018,Python,430,1593
nguyenvanhoang7398/cs5260,3,1,2022-12-17T08:18:09Z,An AI / ML based hackathon ,Python,38,35282
LiuFang816/SALSTM_py_data,1,1,2017-08-24T13:36:45Z,,Python,10,281
MajerMartin/image_retrieval,2,0,2022-10-09T08:59:34Z,,Python,3,75991
RelativelyFine/Parking-Detection,1,0,2023-02-24T08:01:25Z,,Jupyter Notebook,1,866278
Ascend/samples,1,0,2021-08-02T14:39:30Z,,Python,200,96722
adamlin120/Zero-shot_Classification_of_News_Title,1,0,2022-12-10T16:19:21Z,,Python,171,1960
suryan-s/DYNAMITE,1,0,2022-10-22T19:49:23Z,,Jupyter Notebook,10,230510
pavelgonchar/medseg,11,0,2023-02-07T05:19:32Z,,Python,35,1581
SaurabhNiket231/capstone_final_yolov5,2,0,2022-01-11T20:10:30Z,Example Project for the Working Sessions for Standardizing the Experiment Series,Python,14,37
lanh1301/hand_detection,1,0,2018-08-16T09:48:45Z,Nvidia DIGITS,HTML,18,2757
suzinalama/Digit-recognition,30,4085,2015-03-17T16:00:20Z,Deep Learning GPU Training System,HTML,4,51154
Grey2John/YOLO_train,1,0,2021-09-26T14:22:58Z,,Python,5527,5
allanes/pothole-detector-backend,1,0,2023-02-02T22:23:26Z,,Python,27,1875
ldbang/yolov8_old,1,0,2022-11-28T02:23:24Z,,Python,7,1047
comet-ml/hn-predictor,1,0,2023-01-09T15:11:32Z,,Python,152,629
RimeT/Nvi_DIGITS,1,1,2019-12-04T12:26:04Z,,Jupyter Notebook,4,1094275
NVIDIA/DIGITS,1,0,2021-03-18T07:26:21Z,,Python,1,114789
jynx10/catalyst-pytest,1,0,2022-12-01T16:32:57Z,,Python,7,942
aminrabinia/frame-replace,1,0,2022-06-12T22:33:41Z,Control roomba with keyboard commands and/or RL agent,Python,17,294
archerabi/vehicle-counter,1,0,2014-10-16T13:58:41Z,,Python,5,37267
kadirnar/yolov8,1,1,2020-11-15T16:46:38Z,,Python,93,10090
schwobr/grade_classif,0,0,2022-12-26T23:10:46Z,,Python,4350,47
kafluette/deeplearning-toolkit-py,5,2,2022-12-10T20:20:54Z,,Python,4,119101
priteshraj10/Depth_recognition,1,3,2021-09-25T08:16:33Z,Repo for https://www.kaggle.com/c/ventilator-pressure-prediction/overview,Python,6,862
377188987/demo,1,1,2018-12-28T13:14:17Z,caffe opencl version starting point,C++,20,8657
dizadi/roombai,1,0,2023-01-01T21:14:29Z,,Jupyter Notebook,24,35111
vpetrescu/proto_cnn,2,0,2023-03-01T17:01:55Z,,Jupyter Notebook,40,75207
kothakondachandhar/Machine__Learning_A-z,1,0,2020-12-13T08:40:18Z,,Jupyter Notebook,44,1226
cameronosmith/dynamic_surfnerf,30,0,2018-09-21T05:33:43Z,,HTML,2,48772
odh-labs/edge-robotics,3,0,2022-08-12T13:32:31Z,,Python,6044,11358
Erlemar/ventilator_kaggle_models,3,2,2019-07-30T00:45:36Z,Building models for Optical Character Recognition ,Jupyter Notebook,52,1110
JEONGHYUN-LEE/Caffe-CL-Origin,30,103,2017-03-15T14:16:43Z,,HTML,68,48105
norceis-masters-studies/unsupervised-learning-project,1,2,2022-01-13T15:32:55Z,Pytorch Lightning Implementation of StyleGAN,Python,283,267
beeduchai/YOLOv8-DeepSORT-Object-Tracking,1,0,2023-02-15T08:33:46Z,,Python,47,879
tyo-yo/spell_correction,2,0,2020-10-19T04:03:45Z,CS6285 Project,Jupyter Notebook,71,353793
rickyHong/Nvidia-Digits-repl,0,0,2023-02-11T01:42:03Z,,JavaScript,816,2543
luiscaceresMIT/Machine_Learning_A-Z,1,0,2023-03-06T08:19:04Z,,Python,1,18226
thanhhau097/keras_ocr,1,0,2023-01-29T17:48:23Z,,Python,26,163870
gheinrich/DIGITS-GAN,1,1,2016-05-23T16:30:40Z,,Jupyter Notebook,155,600772
TerboucheHacene/StyleGAN-pytorch-lightning,18,1,2014-08-23T10:16:54Z,Python Deep Learning Code,Python,228,7920
dhafer98/Computer_Vision-,1,1,2017-10-31T03:18:52Z,"digits-extension: add mxnet backend(include single machine mode and distributed mode). This project has not reached the release level ！！！the related mxnet has been modified by us, and not include. This github only used for backup.",Python,71,11488
WenjieWWJ/KDplus,5,1610,2016-11-01T04:26:54Z,No-bullshit file hosting and URL shortening service. Mirror of https://git.0x0.st/mia/0x0,Python,2,22053
hlterdo/main,1,0,2014-10-08T04:13:32Z,,Python,2,21743
Rajesh-mandal/streamlit_pcb_board,1,8,2022-09-15T14:45:43Z,,Python,7,36
Tanaanan/DurAIn_ni-Webapp._YOLOV5,2,0,2022-09-13T13:31:13Z,Our project for the 3. semester,Python,9,160006
Rhoana/icon_archived,4,0,2020-06-17T14:00:34Z,,C++,19,42998
nikogamulin/deep-learning-python,1,0,2022-12-04T16:49:29Z,,Python,6,223
my777777/digits-e,1,1,2021-01-12T15:39:34Z,,Python,9,37834
mia-0/0x0,2,251,2017-03-08T12:52:10Z,"Code for the ""Grammar Variational Autoencoder"" https://arxiv.org/abs/1703.01925",Python,9,129267
liuzhengzhe/SLR_data_processing,2,0,2017-10-24T08:22:57Z,"Code of integrative DRW (TBC 2017 paper ""Integrative Pathway-based Survival Prediction utilizing the Interaction between Gene Expression and DNA Methylation in Breast Cancer"")",Python,2,3249
iriscxy/FES,1,1,2023-01-18T09:33:37Z,,Python,166,13025
TheChef42/P3,1,3,2022-11-09T13:50:42Z,Using SwinUNETR model architecture with a self-supervised training approache more remote sensing segmentation tasts,Python,16858,1727
sagpant/3dmm_cnn,30,0,2017-01-10T11:46:18Z,,Python,2,30120
ilovetensor/fastai,1,0,2023-01-26T13:38:44Z,,Jupyter Notebook,213,142526
